LocationType,SampleDate,NO3median_mgL,num_samples,HPU,median_ht_above_C_cm,sdWLs,wells_included
3,2014-08-13,0.616587712652509,1,perennial,NA,NA,NA
3,2019-06-25,0.24,1,perennial,NA,NA,NA
3,2019-07-02,0.08,1,perennial,NA,NA,NA
3,2019-07-12,0.06,1,perennial,NA,NA,NA
3,2019-07-16,0.23,1,perennial,NA,NA,NA
3,2019-07-23,0.26,1,perennial,NA,NA,NA
4,2010-04-01,0.225,4,seep,NA,NA,NA
4,2010-06-18,0.299489140783825,3,seep,NA,NA,NA
4,2010-08-06,0.374205331189202,3,seep,NA,NA,NA
4,2010-08-21,0.72719960512127,3,seep,NA,NA,NA
4,2010-10-01,0.0493450370611324,3,seep,NA,NA,NA
4,2011-08-16,0.28867872517028803,2,seep,NA,NA,NA
4,2011-08-29,0.145618860186428,1,seep,NA,NA,NA
4,2012-09-10,0.523509584062866,1,seep,NA,NA,NA
4,2012-09-24,1.12027244960126,1,seep,NA,NA,NA
4,2012-10-09,0.3668843816844115,2,seep,NA,NA,NA
4,2012-10-22,0.2339678966789251,2,seep,NA,NA,NA
4,2012-10-29,0.3225001199299375,2,seep,NA,NA,NA
4,2012-10-30,0.544359526938411,1,seep,NA,NA,NA
4,2012-11-06,0.1787932566538376,2,seep,NA,NA,NA
4,2012-11-21,0.340740358062894,2,seep,NA,NA,NA
4,2012-12-03,0.4315875898151935,2,seep,NA,NA,NA
4,2012-12-18,0.445807124348996,2,seep,NA,NA,NA
4,2013-01-02,0.45729266114579703,2,seep,NA,NA,NA
4,2013-01-14,0.437911484987187,2,seep,NA,NA,NA
4,2013-01-28,0.273968900961903,1,seep,NA,NA,NA
4,2013-01-31,0.5039732556040766,2,seep,NA,NA,NA
4,2013-02-13,0.246298034379553,1,seep,NA,NA,NA
4,2013-02-26,0.518994182220986,2,seep,NA,NA,NA
4,2013-03-11,0.620961080235489,2,seep,NA,NA,NA
4,2013-03-13,0.5307138105282521,2,seep,NA,NA,NA
4,2013-03-27,0.6976740904752504,2,seep,NA,NA,NA
4,2013-03-28,1.15499709304611,1,seep,NA,NA,NA
4,2013-03-29,1.23276810619523,1,seep,NA,NA,NA
4,2013-03-30,0.902278675299409,1,seep,NA,NA,NA
4,2013-04-01,0.310828561821568,2,seep,NA,NA,NA
4,2013-04-05,4.26483565564109,1,seep,NA,NA,NA
4,2013-04-08,1.69457187283528,1,seep,NA,NA,NA
4,2013-04-09,0.565675440352466,1,seep,NA,NA,NA
4,2013-04-11,0.16503284459124,1,seep,NA,NA,NA
4,2013-04-19,1.41198845186018,1,seep,NA,NA,NA
4,2013-04-30,1.1856722726966,1,seep,NA,NA,NA
4,2013-06-14,0.608346524867647,1,seep,NA,NA,NA
4,2013-06-25,0.315952223481717,1,seep,NA,NA,NA
4,2013-06-27,0.609266241961117,1,seep,NA,NA,NA
4,2013-06-28,0.50891881786379,1,seep,NA,NA,NA
4,2013-06-29,0.787765537673097,3,seep,NA,NA,NA
4,2013-07-02,0.696888480665094,1,seep,NA,NA,NA
4,2013-07-03,0.6242694266726385,2,seep,NA,NA,NA
4,2013-07-06,1.06475821196917,1,seep,NA,NA,NA
4,2013-07-18,0.175772180262508,1,seep,NA,NA,NA
4,2014-10-02,0.699401708197006,1,seep,NA,NA,NA
6,2019-06-06,0.04,1,above weir,NA,NA,NA
6,2019-06-11,0.05,2,above weir,NA,NA,NA
6,2019-06-18,0.045,2,above weir,NA,NA,NA
6,2019-06-25,0.095,2,above weir,NA,NA,NA
6,2019-07-02,0.04,1,above weir,NA,NA,NA
6,2019-07-08,0.06,1,above weir,NA,NA,NA
6,2019-07-12,0.08,1,above weir,NA,NA,NA
6,2019-07-16,0.05,1,above weir,NA,NA,NA
6,2019-07-23,0.16,1,above weir,NA,NA,NA
6,2020-06-30,0.342481143611569,1,above weir,NA,NA,NA
6,2020-07-01,0.252617046671046,1,above weir,NA,NA,NA
6,2020-08-05,0.186992499981248,1,above weir,NA,NA,NA
G0,2014-10-07,1.407196814876695,2,bedrock histosol,NA,NA,NA
G0,2014-10-08,0.691115775591046,1,bedrock histosol,NA,NA,NA
G0,2015-07-20,0.0915121845188244,3,bedrock histosol,NA,NA,NA
G1,2010-03-25,0.11,1,E,NA,NA,NA
G1,2010-06-28,0.158148739338888,1,E,NA,NA,NA
G1,2010-08-26,0.15945749573842,1,E,53.724999999999994,57.735268683881586,2
G1,2011-04-07,0.176378802748018,1,E,84.1,32.38549057834386,2
G1,2011-04-14,0.16942282646656148,2,E,87.75,35.28462838120871,2
G1,2011-11-03,1.042105449745686,2,E,33.4,34.609816767308466,6
G1,2011-11-04,0.0913138741885147,1,E,26.85,34.41329684874728,6
G1,2012-02-01,2.7727196492291,2,E,21.95,35.25254127955411,6
G1,2012-03-22,2.06077729893837,3,E,40.2,33.03977401052656,6
G1,2012-04-24,1.27348027220636,3,E,55.10000000000001,35.92592030832334,5
G1,2012-08-10,1.1630229795112945,2,E,9.450000000000003,30.59891610280773,6
G1,2012-10-30,0.308074628244097,1,E,13.25,36.7559518989782,6
G1,2012-12-03,0.556186793588057,1,E,10.350000000000009,36.90178518716946,6
G1,2013-01-14,1.02179481145008,1,E,24.700000000000003,18.014417836832806,5
G1,2013-01-31,1.17134895856661,1,E,5.900000000000006,12.592577178639802,5
G1,2013-03-11,2.018791326039049,4,E,12.675000000000004,35.4226622376128,6
G1,2013-03-12,5.02005627558601,4,E,22.1,34.194819295715924,6
G1,2013-03-13,1.7064980475332,3,E,29.175,33.70956837457281,6
G1,2013-03-27,6.74499487270827,1,E,19.125,35.861294129836786,6
G1,2013-04-01,1.744434766385695,4,E,42.825,33.32580081558431,6
G1,2013-04-11,0.858217720725835,3,E,45.900000000000006,33.361814499014685,6
G1,2013-06-27,1.62140184691469,1,E,22.525,34.978761413177565,6
G1,2013-09-03,1.8370737126707264,2,E,9.549999999999997,4.596194077712559,2
G1,2013-11-07,2.669010438444407,2,E,17.150000000000002,5.868986283848347,2
G1,2014-06-13,1.64503992154868,4,E,9.900000000000006,5.374011537017757,2
G1,2014-06-14,1.418277688919195,4,E,16.925,4.419417382415927,2
G1,2014-06-16,2.95815686769961,1,E,47.95,9.616652224137042,2
G1,2014-07-16,0.801696645802943,3,E,6.6000000000000085,NA,1
G1,2014-08-04,0.345257462358778,1,E,-5.200000000000003,11.317832536900932,3
G1,2014-08-13,2.51930605903377,2,E,-5.399999999999999,10.481889142707052,3
G1,2014-10-07,1.265392388383231,4,E,10.149999999999999,10.210166502070376,4
G1,2014-10-08,0.1964746612727615,4,E,4.475000000000005,10.075744389373922,4
G1,2019-06-06,0.04,2,E,48.925000000000004,33.41079541106438,2
G1,2019-06-11,0.04,1,E,55.725,26.198306242961586,2
G1,2019-07-12,0.88,1,E,117.69999999999999,67.175144212722,2
G2,2010-03-25,1.32,2,Bhs,NA,NA,NA
G2,2010-06-28,0.12552490803948346,2,Bhs,NA,NA,NA
G2,2010-09-29,0.47361283732550996,2,Bhs,12.150000000000006,15.202795795510772,2
G2,2011-04-07,1.72912682907376,2,Bhs,59.45,17.324116139070416,2
G2,2011-04-14,1.606656451692725,2,Bhs,85.47500000000001,29.238865402063738,2
G2,2011-05-24,0.478742687155739,2,Bhs,70.05,20.576807332528528,2
G2,2011-08-16,0.800199860032621,3,Bhs,7.200000000000003,17.357967842436153,7
G2,2011-08-29,0.310543306212844,2,Bhs,31.25,37.57735038430414,7
G2,2011-11-03,1.4419095731476546,2,Bhs,23.400000000000006,26.704469485016748,7
G2,2011-11-04,0.1545529443376335,2,Bhs,27.85000000000001,27.925643190785202,7
G2,2012-02-01,1.91161411331358,5,Bhs,38.95,33.08148309567641,7
G2,2012-03-22,3.12655879305437,6,Bhs,78,45.479812371351464,7
G2,2012-04-24,2.8700333218674,5,Bhs,25.10000000000001,24.205555737710895,7
G2,2012-08-10,0.304540499629296,7,Bhs,9.975000000000001,19.27424231109142,6
G2,2012-10-09,0.1486498589030115,2,Bhs,40.75,41.45788726728205,6
G2,2012-10-22,0.13294682938566849,2,Bhs,72.80000000000001,44.44822697197698,7
G2,2012-10-29,0.202626159612027,1,Bhs,26.800000000000004,32.89797178579628,7
G2,2012-10-30,0.380354245685962,4,Bhs,22.700000000000003,31.019026419280156,7
G2,2012-11-06,0.27916683231773953,2,Bhs,34.7,37.46494393175471,7
G2,2012-11-21,0.382119878311846,1,Bhs,22.799999999999997,26.06010680459055,7
G2,2012-12-03,1.3043758743723886,2,Bhs,15.850000000000009,19.772843931586,7
G2,2012-12-18,1.25724106535949,1,Bhs,26.200000000000003,32.705593303490666,7
G2,2013-01-02,1.53044956301582,1,Bhs,22.799999999999997,28.152839660545453,7
G2,2013-01-14,1.04397132356012,2,Bhs,18.299999999999997,18.473713628777926,7
G2,2013-01-28,1.55892181554965,1,Bhs,21,22.80955313647583,7
G2,2013-01-31,1.456730834804845,2,Bhs,15.400000000000006,21.472548920490492,7
G2,2013-02-13,1.52909913282046,1,Bhs,15.700000000000003,23.45623076934489,7
G2,2013-03-12,3.01205143994754,5,Bhs,13.100000000000023,17.82184320540654,7
G2,2013-03-13,2.04267245908137,4,Bhs,14.100000000000023,17.86177082886401,7
G2,2013-03-27,1.59119344524286,1,Bhs,21.900000000000006,26.726329090742464,7
G2,2013-04-01,2.08953704317118,5,Bhs,42.150000000000006,27.766567341044553,7
G2,2013-04-11,1.6457410111284,5,Bhs,81.55000000000001,43.21540730539779,7
G2,2013-06-28,0.483685594728363,3,Bhs,17.300000000000004,19.270564772903434,6
G2,2013-09-03,2.19796249175139,3,Bhs,13.800000000000011,12.546048514705074,3
G2,2013-11-07,6.2911837839006655,2,Bhs,42.45,32.035188985447455,3
G2,2014-06-13,2.5433966410738,4,Bhs,25.100000000000023,12.506131829360084,3
G2,2014-06-14,1.7331223988081752,6,Bhs,23.200000000000017,12.105818160427381,3
G2,2014-06-16,1.82478832479792,5,Bhs,89.9,18.382215136738377,3
G2,2014-07-16,1.515332469812075,4,Bhs,14.850000000000009,15.169349579552405,4
G2,2014-08-04,1.49628272696523,1,Bhs,18.725,34.748866888000826,6
G2,2014-10-07,2.2184150498517603,4,Bhs,3.7749999999999986,19.230195440157825,6
G2,2014-10-08,0.7352426054941714,8,Bhs,2.3500000000000014,19.436254783265216,6
G2,2019-03-13,0.78,1,Bhs,10.850000000000016,4.596194077712569,2
G2,2019-06-06,0.31,4,Bhs,100.85000000000001,NA,1
G2,2019-06-11,0.3,5,Bhs,104.65,NA,1
G2,2019-06-18,0.13,3,Bhs,36.44999999999999,NA,1
G2,2019-06-25,0.28,3,Bhs,49.80000000000001,NA,1
G2,2019-07-02,0.15,4,Bhs,21.600000000000023,NA,1
G2,2019-07-08,0.18000000000000002,2,Bhs,13.600000000000023,NA,1
G2,2019-07-12,0.38,5,Bhs,89.75000000000001,NA,1
G2,2019-07-16,0.06,3,Bhs,56.10000000000002,NA,1
G2,2019-07-23,0.4,2,Bhs,20.900000000000006,NA,1
G2,2019-07-26,0.4,1,Bhs,13.700000000000017,NA,1
G2,2019-07-30,0.56,1,Bhs,13.600000000000023,NA,1
G2,2020-01-28,1.22079310193048,2,Bhs,NA,NA,NA
G2,2020-07-01,1.23120480882255,1,Bhs,NA,NA,NA
G2,2020-08-05,1.09,1,Bhs,NA,NA,NA
G3,2011-04-14,0.399204228701342,3,typical,22.200000000000003,36.02000138811768,5
G3,2011-05-24,0.367669700578851,1,typical,15.299999999999997,42.64052356620402,5
G3,2011-08-29,0.774422718467175,3,typical,13.299999999999997,5.758061981064267,9
G3,2011-11-03,0.114360608831906,1,typical,12.900000000000006,11.202040630425966,7
G3,2011-11-04,0.524866764800361,1,typical,13,12.70386143021464,7
G3,2012-02-01,0.921176787541119,2,typical,15.5,18.274350193645738,9
G3,2012-03-22,0.576252722358075,4,typical,33.95,29.321391982267446,9
G3,2012-04-24,0.32771581180883,4,typical,14.600000000000009,15.226808412942097,9
G3,2012-08-10,0.810729143280032,3,typical,15.199999999999989,5.511830710188562,9
G3,2012-10-29,0.5104853604427706,2,typical,14.5,17.81012352568054,5
G3,2012-10-30,0.5238951297893031,2,typical,14.100000000000009,17.09453128927494,5
G3,2013-03-12,0.5895669050900385,2,typical,13.200000000000003,5.870689908349778,8
G3,2013-03-13,0.8600761097097954,2,typical,13.149999999999991,5.746909107138742,8
G3,2013-04-01,0.9080160301189623,2,typical,15.600000000000009,20.55818289461817,8
G3,2013-04-11,1.69342175223458,1,typical,39.4,30.80473569228323,8
G3,2014-06-05,5.51242317144647,1,typical,46.04999999999998,NA,1
G3,2014-06-06,0.744282896635797,1,typical,41.099999999999994,NA,1
G3,2014-06-13,0.730218030354704,1,typical,14.699999999999989,NA,1
G3,2014-06-14,0.665512568214978,1,typical,14.799999999999983,NA,1
G3,2014-06-16,3.106222123521487,2,typical,36.599999999999994,NA,1
G3,2014-07-16,0.954930365404194,1,typical,21.900000000000006,11.429165907157568,3
G3,2014-08-04,3.51721447549811,1,typical,37.5,25.84705012182241,3
G3,2014-08-08,4.43826067238402,1,typical,31.099999999999994,16.169518648782752,3
G3,2014-08-11,4.91002227687909,1,typical,26.450000000000017,11.821202702489003,3
G3,2019-03-13,0.71,1,typical,25.5,NA,1
G3,2019-06-06,0.55,5,typical,74.1,NA,1
G3,2019-06-11,0.56,5,typical,77.24999999999999,NA,1
G3,2019-06-18,0.6100000000000001,4,typical,53.05000000000001,NA,1
G3,2019-06-25,0.61,3,typical,55.099999999999994,NA,1
G3,2019-07-02,0.67,3,typical,47.79999999999998,NA,1
G3,2019-07-08,0.63,3,typical,32,NA,1
G3,2019-07-12,0.87,5,typical,62.69999999999999,NA,1
G3,2019-07-16,0.5349999999999999,4,typical,34.5,NA,1
G3,2019-07-23,0.54,3,typical,25.399999999999977,NA,1
G3,2019-07-30,0.58,3,typical,25.299999999999983,NA,1
G3,2019-09-06,0.952705008518318,1,typical,25,NA,1
G3,2020-01-28,0.540988314373124,3,typical,35.19999999999999,NA,1
G3,2020-07-01,0.575794082830095,3,typical,NA,NA,NA
G3,2020-08-05,0.89,3,typical,NA,NA,NA
G4,2010-03-25,0.065,2,bimodal,172.55,152.24008998946366,2
G4,2010-06-28,0.3007257116186045,2,bimodal,NA,NA,NA
G4,2010-07-14,0.0548147128347593,1,bimodal,NA,NA,NA
G4,2011-04-07,2.02995144336059,1,bimodal,57.5,11.06032699938538,3
G4,2011-04-08,0.23686480662042153,2,bimodal,53.900000000000006,12.577890655166838,3
G4,2011-04-14,1.6586227339033826,2,bimodal,75.82090925,5.435898663337874,3
G4,2011-05-24,0.8343082068066451,2,bimodal,57.7,16.45601003770573,3
G4,2011-08-16,0.516447174754032,3,bimodal,20.300000000000004,42.38766035062562,6
G4,2012-10-29,0.040073268794763,1,bimodal,41.7,33.0409342079387,3
G4,2012-10-30,0.0493879730309569,1,bimodal,41.300000000000004,32.68919291345893,3
G4,2013-03-11,2.0590871702553777,2,bimodal,41.25000000000001,27.615140774582336,6
G4,2013-03-12,0.894013245696417,7,bimodal,43.650000000000006,29.526378037273723,6
G4,2013-03-13,0.651436761894402,3,bimodal,43.5,28.753893939198335,6
G4,2013-03-27,1.872613458433963,2,bimodal,38.75,23.110863246534084,6
G4,2013-04-01,0.458711170537796,3,bimodal,57.050000000000004,26.585856202123715,6
G4,2013-04-11,1.31558216267982,1,bimodal,63.675000000000004,25.727852935421307,6
G4,2013-06-28,1.00024198554187,1,bimodal,28.299999999999997,24.036992324332093,5
G4,2013-08-20,0.865864572113276,1,bimodal,-4.549999999999997,9.970205614730316,2
G4,2013-09-03,0.70437106743647,1,bimodal,-12.924999999999997,16.015968593875307,2
G4,2013-11-07,0.243025560673915,1,bimodal,-1.7999999999999972,22.203152929257598,2
G4,2014-06-06,0.500095502185848,1,bimodal,-4.924999999999997,12.83398807853584,2
G4,2014-06-13,0.338658237664401,1,bimodal,-10.25,19.445436482630058,2
G4,2014-06-14,0.317941785703807,1,bimodal,-8.674999999999997,17.854446224960324,2
G4,2014-06-16,0.0845814371821072,1,bimodal,2.3999999999999986,15.697770542341358,2
G4,2014-07-16,0.191776372468281,1,bimodal,-4.649999999999999,12.091525958289969,2
G4,2014-09-22,0.409791949323478,3,bimodal,-21.049999999999997,29.486352775479023,2
G4,2019-03-13,0.89,1,bimodal,NA,NA,NA
G4,2019-06-06,0.72,1,bimodal,NA,NA,NA
G4,2019-06-11,0.9,1,bimodal,NA,NA,NA
G4,2019-06-18,0.79,1,bimodal,NA,NA,NA
G4,2019-06-25,0.545,2,bimodal,NA,NA,NA
G4,2019-07-02,0.5650000000000001,2,bimodal,NA,NA,NA
G4,2019-07-08,0.48000000000000004,2,bimodal,NA,NA,NA
G4,2019-07-12,0.455,2,bimodal,NA,NA,NA
G4,2019-07-16,0.53,2,bimodal,NA,NA,NA
G4,2019-07-23,0.41000000000000003,2,bimodal,NA,NA,NA
G4,2019-07-30,0.42,2,bimodal,NA,NA,NA
G4,2020-01-28,0.875290881345217,1,bimodal,NA,NA,NA
G4,2020-07-01,0.691326825573485,1,bimodal,NA,NA,NA
G4,2020-08-05,0.58,1,bimodal,NA,NA,NA
G5,2010-03-25,0.11,1,Bh,71.6,3.5355339059327275,2
G5,2010-06-28,0.124067011500656,1,Bh,52.7,NA,1
G5,2010-08-26,0.06579597379900065,2,Bh,22.2,16.149965446668034,8
G5,2010-09-30,0.0546105256549271,1,Bh,40.6,21.889124011709562,9
G5,2011-04-07,0.307897158169564,3,Bh,56.300000000000004,13.35535421136823,9
G5,2011-04-08,0.1019029688675488,2,Bh,46.6,12.955640127415979,9
G5,2011-04-14,0.780587751130807,5,Bh,73.525,21.18132235406153,6
G5,2011-05-24,0.4022031542095535,2,Bh,52.47500000000001,15.931177504085086,6
G5,2011-08-16,0.43040488205027705,2,Bh,19,21.732344735262867,13
G5,2011-08-29,0.220135784622486,1,Bh,32.25,21.183027948735827,13
G5,2011-11-04,0.3876817168052175,2,Bh,44.075,20.997434908275643,12
G5,2011-11-07,0.16802048241141,1,Bh,39.3,21.628493762262835,12
G5,2012-02-01,0.2327644314132975,2,Bh,42.3,19.141380198340865,13
G5,2012-02-02,0.525954067005055,1,Bh,41.25,19.08390045064835,13
G5,2012-02-08,0.642413144744702,1,Bh,37.4,19.392157415583476,13
G5,2012-03-22,0.363905176027365,7,Bh,65.2,27.911746217732006,13
G5,2012-04-24,0.164085770369948,6,Bh,48.15,19.072256445137555,12
G5,2012-07-31,0.188856989310183,1,Bh,17,29.847798253909126,12
G5,2012-08-10,0.23082416524153898,4,Bh,11.200000000000003,18.07617037997984,12
G5,2012-10-09,0.201892954637798,1,Bh,55.550000000000004,29.104029711614597,11
G5,2012-10-22,0.2670221631859,1,Bh,65.725,38.15617285296986,8
G5,2012-10-29,0.204320527169621,3,Bh,43.85,32.66941489593679,8
G5,2012-10-30,0.192448391305124,3,Bh,42.85000000000001,32.76919284938217,8
G5,2012-11-06,0.10315984362838365,2,Bh,53.87500000000001,25.41834264575766,8
G5,2012-11-21,0.198725615877038,2,Bh,41.95,21.88236585943258,12
G5,2012-12-03,0.3910768902787875,2,Bh,37.1,19.244353756755547,12
G5,2012-12-18,0.249554856949012,2,Bh,47.12500000000001,23.038361865033767,12
G5,2013-01-02,0.256892546318613,2,Bh,45.050000000000004,23.25215369627406,12
G5,2013-01-14,1.0483682340338871,2,Bh,46.425,19.671311887203565,12
G5,2013-01-28,0.33366471460858,2,Bh,39.975,19.989578250587567,12
G5,2013-01-31,0.6514015833785864,2,Bh,40.95,19.53189504995417,12
G5,2013-02-13,0.343380248648639,2,Bh,46,22.996816314569728,12
G5,2013-02-26,0.3916920516932145,2,Bh,36.42499999999999,18.87513345327094,12
